Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,SalesRep,Mobile,Gender,Bonus
1128,CA-2015-105970,3/2/2015,3/7/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,1,0.0,2.6416,SalesRep_1,03480842621,Female,0.20320000000000002
1129,CA-2015-105970,3/2/2015,3/7/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,0.0,50.94,SalesRep_43,03340812703,Male,2.0376
1130,CA-2016-112102,4/12/2016,4/16/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4,0.0,75.6624,SalesRep_17,03696669624,Male,6.8784
1131,CA-2016-112102,4/12/2016,4/16/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1,0.0,20.0851,SalesRep_97,03433041666,Male,0.8198000000000001
1132,CA-2016-112102,4/12/2016,4/16/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0.0,28.755,SalesRep_108,03351859182,Male,1.278
1133,US-2016-114776,12/6/2016,12/7/2016,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3,0.0,9.3312,SalesRep_161,03504785542,Female,0.38880000000000003
1134,US-2016-134908,6/5/2016,6/9/2016,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.364,SalesRep_190,03796977121,Male,2.49216
1135,US-2016-134908,6/5/2016,6/9/2016,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3,0.2,2.646,SalesRep_189,03828145363,Male,0.1512
1136,US-2016-148803,12/11/2016,12/11/2016,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.4571,SalesRep_66,03503666204,Female,1.7044800000000002
1137,CA-2016-152170,11/12/2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0.0,129.384,SalesRep_72,03247587481,Female,5.7504
1138,CA-2016-152170,11/12/2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0.0,10.5504,SalesRep_156,03340812703,Female,0.7536
1139,CA-2016-152170,11/12/2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2,0.0,8.991,SalesRep_151,03536737580,Male,0.3996
1140,CA-2016-152170,11/12/2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7,0.0,5.5566,SalesRep_62,03576897862,Male,0.41159999999999997
1141,CA-2016-152170,11/12/2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0.0,8.69,SalesRep_163,03732665931,Female,0.34759999999999996
1142,CA-2014-146969,9/29/2014,10/3/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.196,SalesRep_38,03678369279,Female,4.092
1143,CA-2014-146969,9/29/2014,10/3/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4,0.0,2.8776,SalesRep_134,03560411225,Male,0.17440000000000003
1144,CA-2014-146969,9/29/2014,10/3/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,1,0.0,3.1104,SalesRep_38,03705724045,Male,0.12960000000000002
1145,CA-2014-146969,9/29/2014,10/3/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.054,SalesRep_34,03547442155,Female,13.726400000000002
1146,CA-2014-146969,9/29/2014,10/3/2014,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0.0,16.7886,SalesRep_87,03124996321,Female,1.2436
1147,CA-2015-112452,4/4/2015,4/4/2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346,SalesRep_191,03644717567,Female,12.88152
1148,CA-2015-112452,4/4/2015,4/4/2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2,0.0,2.628,SalesRep_99,03367404873,Female,0.1168
1149,CA-2015-112452,4/4/2015,4/4/2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0.0,5.8696,SalesRep_47,03894936311,Male,0.2552
1150,CA-2015-112452,4/4/2015,4/4/2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0.0,0.438,SalesRep_171,03115469516,Female,0.219
1151,CA-2015-112452,4/4/2015,4/4/2015,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.0,209.993,SalesRep_153,03183281820,Female,11.999600000000001
1152,CA-2015-113971,5/8/2015,5/14/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528,SalesRep_90,03544194876,Male,0.16704000000000002
1153,CA-2017-160395,12/31/2016,1/6/2017,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0.0,1.638,SalesRep_25,03732665931,Male,0.0728
1154,CA-2017-160395,12/31/2016,1/6/2017,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.9217,SalesRep_55,03433041666,Male,3.19536
1155,CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0.0,0.0,SalesRep_52,03433041666,Male,2.4496
1156,CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0.0,493.7856,SalesRep_15,03435171444,Female,44.8896
1157,CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0.0,29.2857,SalesRep_127,03257658421,Female,1.2462
1158,CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0.0,100.122,SalesRep_8,03927431299,Female,9.102
1159,CA-2016-149314,7/2/2016,7/7/2016,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184,SalesRep_131,03549304274,Female,3.90368
1160,CA-2017-147039,6/29/2017,7/4/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0.0,90.735,SalesRep_127,03243872884,Male,7.2588
1161,CA-2017-147039,6/29/2017,7/4/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0.0,5.77,SalesRep_49,03511074797,Male,0.23079999999999998
1162,CA-2014-126522,9/1/2014,9/5/2014,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0.0,15.6426,SalesRep_87,03345739690,Female,1.0788
1163,CA-2014-127964,3/3/2014,3/8/2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0.0,4.5954,SalesRep_86,03644127995,Female,0.1998
1164,CA-2014-127964,3/3/2014,3/8/2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872,SalesRep_66,03319543318,Female,2.5152
1165,CA-2014-127964,3/3/2014,3/8/2014,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785,SalesRep_49,03964460852,Female,0.5064
1166,CA-2014-117709,5/4/2014,5/8/2014,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0.0,21.06,SalesRep_186,03951898149,Male,0.9359999999999999
1167,CA-2015-125416,11/2/2015,11/2/2015,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0.0,49.2723,SalesRep_96,03614516043,Female,8.9586
1168,CA-2017-145226,12/8/2017,12/10/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,SalesRep_116,03748959737,Male,2.1896
1169,CA-2017-145226,12/8/2017,12/10/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3,0.0,0.0,SalesRep_140,03532091843,Female,5.4588
1170,CA-2017-145226,12/8/2017,12/10/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,3,0.0,9.3312,SalesRep_16,03921152499,Female,0.38880000000000003
1171,CA-2017-145226,12/8/2017,12/10/2017,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0.0,8.2992,SalesRep_6,03771702646,Female,0.6384000000000001
1172,US-2014-100279,3/10/2014,3/14/2014,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0.0,10.7424,SalesRep_108,03295724464,Female,0.4476
1173,CA-2014-158064,4/21/2014,4/25/2014,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755,SalesRep_176,03351859182,Male,0.33039999999999997
1174,US-2015-104430,10/22/2015,10/26/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,4,0.8,-7.764,SalesRep_158,03498466422,Female,0.10352
1175,CA-2015-132080,8/22/2015,8/25/2015,First Class,DP-13105,Dave Poirier,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864,SalesRep_102,03673161670,Female,1.00224
1176,CA-2016-161207,8/29/2016,9/3/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,3301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.0997,SalesRep_69,03768231324,Male,0.5586
1177,CA-2014-120243,12/27/2014,12/30/2014,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,4,0.0,5.4332,SalesRep_100,03478476046,Female,0.23120000000000002
1178,CA-2016-113621,12/1/2016,12/5/2016,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0.0,51.75,SalesRep_29,03709912688,Female,3.45
1179,CA-2016-113621,12/1/2016,12/5/2016,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0.0,44.9925,SalesRep_200,03705724045,Male,3.5994
1180,CA-2016-168081,4/24/2016,4/27/2016,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77070,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,SalesRep_43,03783547721,Female,5.173920000000001
1181,CA-2014-128146,6/21/2014,6/25/2014,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,SalesRep_145,03883757103,Female,26.4586
1182,CA-2014-128146,6/21/2014,6/25/2014,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0.0,1.0904,SalesRep_161,03650512623,Male,0.0752
1183,CA-2017-138779,1/14/2017,1/15/2017,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386,SalesRep_53,03605035007,Female,0.43488
1184,CA-2017-138779,1/14/2017,1/15/2017,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.693,SalesRep_103,03408172551,Female,0.1584
1185,CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,7,0.2,4.2336,SalesRep_139,03457183509,Female,0.24192
1186,CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0.0,9.7176,SalesRep_72,03417854573,Male,9.717600000000001
1187,CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92,4,0.0,12.4416,SalesRep_40,03794149408,Male,0.5184000000000001
1188,CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0.0,53.3466,SalesRep_26,03673142660,Female,3.9516000000000004
1189,CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184,SalesRep_165,03345739690,Female,1.6384
1190,CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152,SalesRep_5,03975862184,Female,17.79072
1191,CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,SalesRep_25,03886195736,Male,17.84448
1192,CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,0.0,109.7208,SalesRep_133,03727097334,Female,4.4784
1193,CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,4,0.0,11.3288,SalesRep_113,03381289099,Female,0.46240000000000003
1194,US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,SalesRep_47,03578147930,Female,0.31104
1195,US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15.712,4,0.2,2.5532,SalesRep_56,03440140799,Female,0.31424
1196,US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",24.672,2,0.2,2.1588,SalesRep_196,03440140799,Male,0.49344000000000005
1197,US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.0988,SalesRep_66,03546740657,Female,1.1193600000000001
1198,CA-2016-130946,4/8/2016,4/12/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,SalesRep_76,03111078340,Male,8.63856
1199,CA-2016-130946,4/8/2016,4/12/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,SalesRep_66,03514417184,Female,1.9196799999999998
1200,CA-2016-130946,4/8/2016,4/12/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,SalesRep_21,03265078372,Male,21.77584
1201,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006,SalesRep_151,03586045632,Female,10.880160000000002
1202,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,3,0.7,-1.4352,SalesRep_44,03605035007,Female,0.03744
1203,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.2,10.6794,SalesRep_84,03295724464,Female,17.08704
1204,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0.0,SalesRep_160,03696669624,Female,11.87136
1205,CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,SalesRep_190,03124996321,Male,6.760800000000001
1206,CA-2017-133235,8/1/2017,8/4/2017,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975,SalesRep_128,03605035007,Male,5.4392
1207,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0.0,3.363,SalesRep_149,03830022605,Female,0.2242
1208,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004,SalesRep_47,03601894077,Male,0.18288000000000001
1209,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7,0.0,6.8943,SalesRep_90,03800521055,Male,0.28140000000000004
1210,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0.0,10.465,SalesRep_52,03435171444,Male,0.8372
1211,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,SalesRep_141,03319543318,Female,0.17088
1212,CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.2,21.7176,SalesRep_26,03435171444,Male,11.58272
1213,US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.4704,SalesRep_39,03496057791,Male,2.82744
1214,US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.7,-2.3276,SalesRep_104,03705724045,Female,0.06072
1215,US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,0.7,-3.6024,SalesRep_195,03492211544,Female,0.09006
1216,US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,0.2,1.5768,SalesRep_137,03803464960,Male,0.09344
1217,US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764,SalesRep_134,03216505413,Female,1.9176
1218,US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024,SalesRep_37,03704122206,Female,0.34048
1219,US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,SalesRep_94,03367404873,Female,5.173920000000001
1220,US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3916,SalesRep_118,03865201202,Male,38.639160000000004
